rank,title,date,artist,region,streams
5,Ficha Limpa,2021-08-28,Gusttavo Lima,Brazil,1093410.0
4,Você Beberia Ou Não Beberia?,2021-08-28,Zé Neto & Cristiano,Brazil,1107712.0
3,Rolê,2021-08-28,"Tarcísio do Acordeon, Marcynho Sensação",Brazil,1163384.0
2,Chega E Senta - Ao Vivo,2021-08-28,John Amplificado,Brazil,1397206.0
1,Meu Pedaço de Pecado,2021-08-28,João Gomes,Brazil,1399710.0
9,Baby Me Atende,2021-08-28,"Matheus Fernandes, Dilsinho",Brazil,899211.0
8,Aquelas Coisas,2021-08-28,João Gomes,Brazil,956427.0
10,Quer Voar,2021-08-28,Matuê,Brazil,880054.0
2,Chega E Senta - Ao Vivo,2021-08-29,John Amplificado,Brazil,1128925.0
1,Meu Pedaço de Pecado,2021-08-29,João Gomes,Brazil,1160581.0
4,Ficha Limpa,2021-08-29,Gusttavo Lima,Brazil,920700.0
5,Você Beberia Ou Não Beberia?,2021-08-29,Zé Neto & Cristiano,Brazil,895058.0
6,Arranhão - Ao Vivo,2021-08-29,Henrique & Juliano,Brazil,852846.0
7,MORENA,2021-08-29,Luan Santana,Brazil,825021.0
10,Se For Amor,2021-08-29,"João Gomes, Vitor Fernandes",Brazil,749035.0
9,Baby Me Atende,2021-08-29,"Matheus Fernandes, Dilsinho",Brazil,759421.0
3,Rolê,2021-08-29,"Tarcísio do Acordeon, Marcynho Sensação",Brazil,979935.0
8,Aquelas Coisas,2021-08-29,João Gomes,Brazil,809590.0
10,Baby Me Atende,2021-08-30,"Matheus Fernandes, Dilsinho",Brazil,544802.0
1,Chega E Senta - Ao Vivo,2021-08-30,John Amplificado,Brazil,878733.0
2,Meu Pedaço de Pecado,2021-08-30,João Gomes,Brazil,794666.0
3,Quer Voar,2021-08-30,Matuê,Brazil,739896.0
4,Rolê,2021-08-30,"Tarcísio do Acordeon, Marcynho Sensação",Brazil,696581.0
6,Arranhão - Ao Vivo,2021-08-30,Henrique & Juliano,Brazil,665397.0
7,MORENA,2021-08-30,Luan Santana,Brazil,633560.0
9,Aquelas Coisas,2021-08-30,João Gomes,Brazil,559544.0
8,Ficha Limpa,2021-08-30,Gusttavo Lima,Brazil,630330.0
5,Você Beberia Ou Não Beberia?,2021-08-30,Zé Neto & Cristiano,Brazil,666156.0
8,Ficha Limpa,2021-08-31,Gusttavo Lima,Brazil,641694.0
1,Chega E Senta - Ao Vivo,2021-08-31,John Amplificado,Brazil,903364.0
7,MORENA,2021-08-31,Luan Santana,Brazil,660182.0
6,Você Beberia Ou Não Beberia?,2021-08-31,Zé Neto & Cristiano,Brazil,688653.0
2,Meu Pedaço de Pecado,2021-08-31,João Gomes,Brazil,831150.0
3,Quer Voar,2021-08-31,Matuê,Brazil,792873.0
10,INDUSTRY BABY (feat. Jack Harlow),2021-08-31,Lil Nas X,Brazil,567020.0
9,Aquelas Coisas,2021-08-31,João Gomes,Brazil,569862.0
4,Rolê,2021-08-31,"Tarcísio do Acordeon, Marcynho Sensação",Brazil,712506.0
5,Arranhão - Ao Vivo,2021-08-31,Henrique & Juliano,Brazil,697175.0
10,Baby Me Atende,2021-09-01,"Matheus Fernandes, Dilsinho",Brazil,588752.0
9,Aquelas Coisas,2021-09-01,João Gomes,Brazil,598189.0
8,Ficha Limpa,2021-09-01,Gusttavo Lima,Brazil,670314.0
7,MORENA,2021-09-01,Luan Santana,Brazil,689654.0
6,Você Beberia Ou Não Beberia?,2021-09-01,Zé Neto & Cristiano,Brazil,713264.0
5,Rolê,2021-09-01,"Tarcísio do Acordeon, Marcynho Sensação",Brazil,746335.0
4,Arranhão - Ao Vivo,2021-09-01,Henrique & Juliano,Brazil,746829.0
3,Quer Voar,2021-09-01,Matuê,Brazil,825404.0
2,Meu Pedaço de Pecado,2021-09-01,João Gomes,Brazil,879555.0
1,Chega E Senta - Ao Vivo,2021-09-01,John Amplificado,Brazil,938570.0
8,Ficha Limpa,2021-09-02,Gusttavo Lima,Brazil,715848.0
7,MORENA,2021-09-02,Luan Santana,Brazil,733275.0
6,Você Beberia Ou Não Beberia?,2021-09-02,Zé Neto & Cristiano,Brazil,779145.0
5,Rolê,2021-09-02,"Tarcísio do Acordeon, Marcynho Sensação",Brazil,803530.0
10,Baby Me Atende,2021-09-02,"Matheus Fernandes, Dilsinho",Brazil,632043.0
3,Quer Voar,2021-09-02,Matuê,Brazil,895576.0
2,Meu Pedaço de Pecado,2021-09-02,João Gomes,Brazil,952878.0
1,Chega E Senta - Ao Vivo,2021-09-02,John Amplificado,Brazil,1011089.0
9,Aquelas Coisas,2021-09-02,João Gomes,Brazil,637754.0
4,Arranhão - Ao Vivo,2021-09-02,Henrique & Juliano,Brazil,831440.0
5,Arranhão - Ao Vivo,2021-09-03,Henrique & Juliano,Brazil,1101387.0
6,Quer Voar,2021-09-03,Matuê,Brazil,1044137.0
10,Vixe Que Gostoso,2021-09-03,Juliette,Brazil,940544.0
1,Chega E Senta - Ao Vivo,2021-09-03,John Amplificado,Brazil,1266262.0
2,Diferença Mara,2021-09-03,Juliette,Brazil,1253952.0
3,Meu Pedaço de Pecado,2021-09-03,João Gomes,Brazil,1222768.0
4,Bença,2021-09-03,Juliette,Brazil,1105339.0
9,Ficha Limpa,2021-09-03,Gusttavo Lima,Brazil,960673.0
8,Você Beberia Ou Não Beberia?,2021-09-03,Zé Neto & Cristiano,Brazil,998273.0
7,Rolê,2021-09-03,"Tarcísio do Acordeon, Marcynho Sensação",Brazil,1033239.0
1,Meu Pedaço de Pecado,2021-09-04,João Gomes,Brazil,1543114.0
4,Rolê,2021-09-04,"Tarcísio do Acordeon, Marcynho Sensação",Brazil,1289949.0
10,Baby Me Atende,2021-09-04,"Matheus Fernandes, Dilsinho",Brazil,1015748.0
9,Ela e Ela,2021-09-04,Zé Neto & Cristiano,Brazil,1037395.0
7,MORENA,2021-09-04,Luan Santana,Brazil,1084203.0
8,Quer Voar,2021-09-04,Matuê,Brazil,1079860.0
2,Chega E Senta - Ao Vivo,2021-09-04,John Amplificado,Brazil,1509448.0
3,Arranhão - Ao Vivo,2021-09-04,Henrique & Juliano,Brazil,1323807.0
5,Você Beberia Ou Não Beberia?,2021-09-04,Zé Neto & Cristiano,Brazil,1229187.0
6,Ficha Limpa,2021-09-04,Gusttavo Lima,Brazil,1219968.0
6,Ficha Limpa,2021-09-05,Gusttavo Lima,Brazil,1020087.0
5,Você Beberia Ou Não Beberia?,2021-09-05,Zé Neto & Cristiano,Brazil,1026587.0
4,Arranhão - Ao Vivo,2021-09-05,Henrique & Juliano,Brazil,1077415.0
7,MORENA,2021-09-05,Luan Santana,Brazil,913915.0
3,Rolê,2021-09-05,"Tarcísio do Acordeon, Marcynho Sensação",Brazil,1101152.0
1,Meu Pedaço de Pecado,2021-09-05,João Gomes,Brazil,1308617.0
8,Ela e Ela,2021-09-05,Zé Neto & Cristiano,Brazil,874371.0
9,Baby Me Atende,2021-09-05,"Matheus Fernandes, Dilsinho",Brazil,871583.0
10,Quer Voar,2021-09-05,Matuê,Brazil,860377.0
2,Chega E Senta - Ao Vivo,2021-09-05,John Amplificado,Brazil,1222878.0
5,Rolê,2021-09-06,"Tarcísio do Acordeon, Marcynho Sensação",Brazil,872254.0
7,Ficha Limpa,2021-09-06,Gusttavo Lima,Brazil,801670.0
1,Chega E Senta - Ao Vivo,2021-09-06,John Amplificado,Brazil,1019877.0
2,Meu Pedaço de Pecado,2021-09-06,João Gomes,Brazil,1011524.0
6,Você Beberia Ou Não Beberia?,2021-09-06,Zé Neto & Cristiano,Brazil,856133.0
4,Quer Voar,2021-09-06,Matuê,Brazil,873485.0
3,Arranhão - Ao Vivo,2021-09-06,Henrique & Juliano,Brazil,942778.0
8,MORENA,2021-09-06,Luan Santana,Brazil,790056.0
9,Ela e Ela,2021-09-06,Zé Neto & Cristiano,Brazil,764952.0
10,Baby Me Atende,2021-09-06,"Matheus Fernandes, Dilsinho",Brazil,704409.0
9,Ela e Ela,2021-09-07,Zé Neto & Cristiano,Brazil,843389.0
1,Meu Pedaço de Pecado,2021-09-07,João Gomes,Brazil,1196852.0
5,Você Beberia Ou Não Beberia?,2021-09-07,Zé Neto & Cristiano,Brazil,951750.0
4,Rolê,2021-09-07,"Tarcísio do Acordeon, Marcynho Sensação",Brazil,992768.0
8,MORENA,2021-09-07,Luan Santana,Brazil,863699.0
7,Quer Voar,2021-09-07,Matuê,Brazil,874866.0
6,Ficha Limpa,2021-09-07,Gusttavo Lima,Brazil,915025.0
2,Chega E Senta - Ao Vivo,2021-09-07,John Amplificado,Brazil,1114306.0
3,Arranhão - Ao Vivo,2021-09-07,Henrique & Juliano,Brazil,1033025.0
10,Baby Me Atende,2021-09-07,"Matheus Fernandes, Dilsinho",Brazil,800917.0
4,Arranhão - Ao Vivo,2021-09-08,Henrique & Juliano,Brazil,781822.0
6,Você Beberia Ou Não Beberia?,2021-09-08,Zé Neto & Cristiano,Brazil,682119.0
2,Quer Voar,2021-09-08,Matuê,Brazil,821399.0
3,Meu Pedaço de Pecado,2021-09-08,João Gomes,Brazil,816498.0
5,Rolê,2021-09-08,"Tarcísio do Acordeon, Marcynho Sensação",Brazil,686383.0
7,Bala Love,2021-09-08,"Mc Anjim, Dj Lv Mdp, DJ PH DA SERRA",Brazil,642275.0
9,Ela e Ela,2021-09-08,Zé Neto & Cristiano,Brazil,622753.0
10,Ficha Limpa,2021-09-08,Gusttavo Lima,Brazil,618997.0
1,Chega E Senta - Ao Vivo,2021-09-08,John Amplificado,Brazil,831854.0
8,MORENA,2021-09-08,Luan Santana,Brazil,626406.0
1,Quer Voar,2021-09-09,Matuê,Brazil,851613.0
2,Arranhão - Ao Vivo,2021-09-09,Henrique & Juliano,Brazil,847872.0
3,Chega E Senta - Ao Vivo,2021-09-09,John Amplificado,Brazil,839753.0
4,Meu Pedaço de Pecado,2021-09-09,João Gomes,Brazil,832552.0
5,Você Beberia Ou Não Beberia?,2021-09-09,Zé Neto & Cristiano,Brazil,728803.0
6,Bala Love,2021-09-09,"Mc Anjim, Dj Lv Mdp, DJ PH DA SERRA",Brazil,704724.0
7,Rolê,2021-09-09,"Tarcísio do Acordeon, Marcynho Sensação",Brazil,695036.0
8,Ela e Ela,2021-09-09,Zé Neto & Cristiano,Brazil,657892.0
9,MORENA,2021-09-09,Luan Santana,Brazil,639682.0
10,Ficha Limpa,2021-09-09,Gusttavo Lima,Brazil,622608.0
4,Quer Voar,2021-09-10,Matuê,Brazil,940299.0
1,Arranhão - Ao Vivo,2021-09-10,Henrique & Juliano,Brazil,1070520.0
5,Você Beberia Ou Não Beberia?,2021-09-10,Zé Neto & Cristiano,Brazil,907385.0
2,Meu Pedaço de Pecado,2021-09-10,João Gomes,Brazil,1017133.0
3,Chega E Senta - Ao Vivo,2021-09-10,John Amplificado,Brazil,1014150.0
6,Bala Love,2021-09-10,"Mc Anjim, Dj Lv Mdp, DJ PH DA SERRA",Brazil,864858.0
7,Rolê,2021-09-10,"Tarcísio do Acordeon, Marcynho Sensação",Brazil,845661.0
10,Ficha Limpa,2021-09-10,Gusttavo Lima,Brazil,765153.0
9,MORENA,2021-09-10,Luan Santana,Brazil,778164.0
8,Ela e Ela,2021-09-10,Zé Neto & Cristiano,Brazil,825652.0
1,Meu Pedaço de Pecado,2021-09-11,João Gomes,Brazil,1340512.0
2,Arranhão - Ao Vivo,2021-09-11,Henrique & Juliano,Brazil,1304810.0
3,Chega E Senta - Ao Vivo,2021-09-11,John Amplificado,Brazil,1258435.0
6,Ela e Ela,2021-09-11,Zé Neto & Cristiano,Brazil,1044689.0
5,Rolê,2021-09-11,"Tarcísio do Acordeon, Marcynho Sensação",Brazil,1102352.0
7,Quer Voar,2021-09-11,Matuê,Brazil,1018681.0
8,Bala Love,2021-09-11,"Mc Anjim, Dj Lv Mdp, DJ PH DA SERRA",Brazil,1013748.0
9,Ficha Limpa,2021-09-11,Gusttavo Lima,Brazil,1013444.0
10,MORENA,2021-09-11,Luan Santana,Brazil,970413.0
4,Você Beberia Ou Não Beberia?,2021-09-11,Zé Neto & Cristiano,Brazil,1140668.0
1,Meu Pedaço de Pecado,2021-09-12,João Gomes,Brazil,1164123.0
2,Arranhão - Ao Vivo,2021-09-12,Henrique & Juliano,Brazil,1082771.0
10,MORENA,2021-09-12,Luan Santana,Brazil,826926.0
4,Você Beberia Ou Não Beberia?,2021-09-12,Zé Neto & Cristiano,Brazil,970751.0
9,Quer Voar,2021-09-12,Matuê,Brazil,843595.0
3,Chega E Senta - Ao Vivo,2021-09-12,John Amplificado,Brazil,1049967.0
7,Ficha Limpa,2021-09-12,Gusttavo Lima,Brazil,881847.0
6,Ela e Ela,2021-09-12,Zé Neto & Cristiano,Brazil,898643.0
8,Bala Love,2021-09-12,"Mc Anjim, Dj Lv Mdp, DJ PH DA SERRA",Brazil,861375.0
5,Rolê,2021-09-12,"Tarcísio do Acordeon, Marcynho Sensação",Brazil,962767.0
9,MORENA,2021-09-13,Luan Santana,Brazil,591886.0
4,Chega E Senta - Ao Vivo,2021-09-13,John Amplificado,Brazil,748434.0
5,Bala Love,2021-09-13,"Mc Anjim, Dj Lv Mdp, DJ PH DA SERRA",Brazil,742423.0
6,Você Beberia Ou Não Beberia?,2021-09-13,Zé Neto & Cristiano,Brazil,685016.0
7,Ela e Ela,2021-09-13,Zé Neto & Cristiano,Brazil,647521.0
8,Rolê,2021-09-13,"Tarcísio do Acordeon, Marcynho Sensação",Brazil,630019.0
1,Arranhão - Ao Vivo,2021-09-13,Henrique & Juliano,Brazil,815254.0
10,Ficha Limpa,2021-09-13,Gusttavo Lima,Brazil,578449.0
2,Quer Voar,2021-09-13,Matuê,Brazil,789531.0
3,Meu Pedaço de Pecado,2021-09-13,João Gomes,Brazil,761750.0
9,MORENA,2021-09-14,Luan Santana,Brazil,599309.0
3,Meu Pedaço de Pecado,2021-09-14,João Gomes,Brazil,756865.0
4,Bala Love,2021-09-14,"Mc Anjim, Dj Lv Mdp, DJ PH DA SERRA",Brazil,751643.0
8,Rolê,2021-09-14,"Tarcísio do Acordeon, Marcynho Sensação",Brazil,621932.0
5,Chega E Senta - Ao Vivo,2021-09-14,John Amplificado,Brazil,744475.0
1,Arranhão - Ao Vivo,2021-09-14,Henrique & Juliano,Brazil,831865.0
7,Ela e Ela,2021-09-14,Zé Neto & Cristiano,Brazil,653381.0
2,Quer Voar,2021-09-14,Matuê,Brazil,800485.0
10,Ficha Limpa,2021-09-14,Gusttavo Lima,Brazil,585308.0
6,Você Beberia Ou Não Beberia?,2021-09-14,Zé Neto & Cristiano,Brazil,683765.0
10,Ficha Limpa,2021-09-15,Gusttavo Lima,Brazil,609773.0
8,Rolê,2021-09-15,"Tarcísio do Acordeon, Marcynho Sensação",Brazil,635955.0
